time,rms,region,measure,x,y
38.28,1,Break_/_Pre_Verse,3,2.590287,1.324978
38.30,1,Break_/_Pre_Verse,4,2.590287,1.324978
38.32,1,Break_/_Pre_Verse,4,2.623629,1.237236
38.34,1,Break_/_Pre_Verse,4,2.743944,1.150767
38.36,1,Break_/_Pre_Verse,4,2.743944,1.150767
38.38,1,Break_/_Pre_Verse,4,2.796304,1.036897
38.40,1,Break_/_Pre_Verse,4,2.846841,0.909867
38.42,1,Break_/_Pre_Verse,4,2.846841,0.909867
38.44,1,Break_/_Pre_Verse,4,2.924622,0.73737
38.46,1,Break_/_Pre_Verse,4,2.955495,0.551738
38.48,1,Break_/_Pre_Verse,4,2.955495,0.551738
38.50,1,Break_/_Pre_Verse,4,2.936159,0.401506
38.52,1,Break_/_Pre_Verse,4,2.921935,0.105139
38.54,1,Break_/_Pre_Verse,4,2.921935,0.105139
38.56,1,Break_/_Pre_Verse,4,2.86,0.000274
38.58,1,Break_/_Pre_Verse,4,2.816004,-0.13248
38.60,1,Break_/_Pre_Verse,4,2.816004,-0.13248
38.62,1,Break_/_Pre_Verse,4,2.767125,-0.301759
38.64,1,Break_/_Pre_Verse,4,2.723762,-0.395956
38.66,1,Break_/_Pre_Verse,4,2.723762,-0.395956
38.68,1,Break_/_Pre_Verse,4,2.640419,-0.508542
38.70,1,Break_/_Pre_Verse,4,2.440367,-0.520674
38.72,1,Break_/_Pre_Verse,4,2.440367,-0.520674
38.74,1,Break_/_Pre_Verse,4,2.284307,-0.65407
38.76,1,Break_/_Pre_Verse,1,2.162826,-0.746641
38.78,1,Break_/_Pre_Verse,1,2.162826,-0.746641
38.80,1,Break_/_Pre_Verse,1,1.992875,-0.788084
38.82,1,Break_/_Pre_Verse,1,1.907745,-0.807696
38.84,1,Break_/_Pre_Verse,1,1.907745,-0.807696
38.86,1,Break_/_Pre_Verse,1,1.746582,-0.82681
38.88,1,Break_/_Pre_Verse,1,1.571284,-0.813223
38.90,1,Break_/_Pre_Verse,1,1.571284,-0.813223
38.92,1,Break_/_Pre_Verse,1,1.498656,-0.814148
38.94,1,Break_/_Pre_Verse,1,1.333445,-0.813117
38.96,1,Break_/_Pre_Verse,1,1.333445,-0.813117
38.98,1,Break_/_Pre_Verse,1,1.174941,-0.802171
39.00,1,Break_/_Pre_Verse,1,1.136772,-0.806019
39.02,1,Break_/_Pre_Verse,1,1.136772,-0.806019
39.04,1,Break_/_Pre_Verse,1,0.975853,-0.790108
39.06,1,Break_/_Pre_Verse,1,0.826215,-0.828316
39.08,1,Break_/_Pre_Verse,1,0.826215,-0.828316
39.10,1,Break_/_Pre_Verse,1,0.769915,-0.831387
39.12,1,Break_/_Pre_Verse,1,0.620797,-0.835727
39.14,1,Break_/_Pre_Verse,1,0.620797,-0.835727
39.16,1,Break_/_Pre_Verse,1,0.457385,-0.855232
39.18,1,Break_/_Pre_Verse,1,0.366169,-0.871217
39.20,1,Break_/_Pre_Verse,1,0.366169,-0.871217
39.22,1,Break_/_Pre_Verse,2,0.153638,-0.892036
39.24,1,Break_/_Pre_Verse,2,-0.033913,-0.889428
39.26,1,Break_/_Pre_Verse,2,-0.033913,-0.889428
39.28,1,Break_/_Pre_Verse,2,-0.100791,-0.879583
39.30,1,Break_/_Pre_Verse,2,-0.301863,-0.707103
39.32,1,Break_/_Pre_Verse,2,-0.301863,-0.707103
39.34,1,Break_/_Pre_Verse,2,-0.449481,-0.599743
39.36,1,Break_/_Pre_Verse,2,-0.54838,-0.506446
39.38,1,Break_/_Pre_Verse,2,-0.54838,-0.506446
39.40,1,Break_/_Pre_Verse,2,-0.657542,-0.371346
39.42,1,Break_/_Pre_Verse,2,-0.754011,-0.314361
39.44,1,Break_/_Pre_Verse,2,-0.754011,-0.314361
39.46,1,Break_/_Pre_Verse,2,-0.942594,-0.179679
39.48,1,Break_/_Pre_Verse,2,-1.007121,-0.064951
39.50,1,Break_/_Pre_Verse,2,-1.007121,-0.064951
39.52,1,Break_/_Pre_Verse,2,-1.020546,0.044036
39.54,1,Break_/_Pre_Verse,2,-1.126898,0.210539
39.56,1,Break_/_Pre_Verse,2,-1.126898,0.210539
39.58,1,Break_/_Pre_Verse,2,-1.132322,0.342066
39.60,1,Break_/_Pre_Verse,2,-1.109214,0.466764
39.62,1,Break_/_Pre_Verse,2,-1.109214,0.466764
39.64,1,Break_/_Pre_Verse,2,-1.081589,0.637099
39.66,1,Break_/_Pre_Verse,2,-1.045945,0.752671
39.68,1,Break_/_Pre_Verse,3,-1.045945,0.752671
39.70,1,Break_/_Pre_Verse,3,-1.045578,0.882044
39.72,1,Break_/_Pre_Verse,3,-1.028953,1.002016
39.74,1,Break_/_Pre_Verse,3,-1.028953,1.002016
39.76,1,Break_/_Pre_Verse,3,-0.955107,1.113454
39.78,1,Break_/_Pre_Verse,3,-0.897378,1.163759
39.80,1,Break_/_Pre_Verse,3,-0.897378,1.163759
39.82,1,Break_/_Pre_Verse,3,-0.767278,1.237797
39.84,1,Break_/_Pre_Verse,3,-0.643322,1.324968
39.86,1,Break_/_Pre_Verse,3,-0.643322,1.324968
39.88,1,Break_/_Pre_Verse,3,-0.558744,1.366635
39.90,1,Break_/_Pre_Verse,3,-0.420797,1.440524
39.92,1,Break_/_Pre_Verse,3,-0.420797,1.440524
39.94,1,Break_/_Pre_Verse,3,-0.268578,1.511849
39.96,1,Break_/_Pre_Verse,3,-0.130752,1.542079
39.98,1,Break_/_Pre_Verse,3,-0.130752,1.542079
40.00,1,Break_/_Pre_Verse,3,0.019141,1.559326
40.02,1,Break_/_Pre_Verse,3,0.210068,1.547664
40.04,1,Break_/_Pre_Verse,3,0.210068,1.547664
40.06,1,Break_/_Pre_Verse,3,0.35254,1.514148
40.08,1,Break_/_Pre_Verse,3,0.530449,1.438389
40.10,1,Break_/_Pre_Verse,3,0.530449,1.438389
40.12,1,Break_/_Pre_Verse,3,0.645575,1.404184
40.14,1,Break_/_Pre_Verse,4,0.746265,1.382623
40.16,1,Break_/_Pre_Verse,4,0.746265,1.382623
40.18,1,Break_/_Pre_Verse,4,0.900844,1.354478
40.20,1,Break_/_Pre_Verse,4,0.985809,1.301468
40.22,1,Break_/_Pre_Verse,4,0.985809,1.301468
40.24,1,Break_/_Pre_Verse,4,1.095142,1.19187
40.26,1,Break_/_Pre_Verse,4,1.181048,1.087034
40.28,1,Break_/_Pre_Verse,4,1.181048,1.087034
40.30,1,Break_/_Pre_Verse,4,1.212145,1.020507
40.32,1,Break_/_Pre_Verse,4,1.254886,0.877988
40.34,1,Break_/_Pre_Verse,4,1.254886,0.877988
40.36,1,Break_/_Pre_Verse,4,1.308009,0.70328
40.38,1,Break_/_Pre_Verse,4,1.328884,0.611756
40.40,1,Break_/_Pre_Verse,4,1.328884,0.611756
40.42,1,Break_/_Pre_Verse,4,1.334086,0.365948
40.44,1,Break_/_Pre_Verse,4,1.317825,0.228582
40.46,1,Break_/_Pre_Verse,4,1.317825,0.228582
40.48,1,Break_/_Pre_Verse,4,1.29214,0.11097
40.50,1,Break_/_Pre_Verse,4,1.227577,-0.031898
40.52,1,Break_/_Pre_Verse,4,1.227577,-0.031898
40.54,1,Break_/_Pre_Verse,4,1.071651,-0.178866
40.56,1,Break_/_Pre_Verse,4,0.973602,-0.24175
40.58,1,Break_/_Pre_Verse,4,0.973602,-0.24175
40.60,1,Break_/_Pre_Verse,1,0.742206,-0.262957
40.62,1,Break_/_Pre_Verse,1,0.577994,-0.296595
40.64,1,Break_/_Pre_Verse,1,0.577994,-0.296595
40.66,1,Break_/_Pre_Verse,1,0.4668,-0.330802
40.68,1,Break_/_Pre_Verse,1,0.316569,-0.269097
40.70,1,Verse,1,0.316569,-0.269097
40.72,1,Verse,1,0.209905,-0.163451
40.74,1,Verse,1,0.170272,-0.102704
40.76,1,Verse,1,0.170272,-0.102704
40.78,1,Verse,1,0.126266,-0.006526
40.80,1,Verse,1,0.086408,0.106671
40.82,1,Verse,1,0.086408,0.106671
40.84,1,Verse,1,0.035325,0.110428
40.86,1,Verse,1,0.016494,0.142338
40.88,1,Verse,1,0.016494,0.142338
40.90,1,Verse,1,0.002562,0.143877
40.92,1,Verse,1,-0.004742,0.140316
40.94,1,Verse,1,-0.004742,0.140316
40.96,1,Verse,1,-0.01325,0.149229
40.98,1,Verse,1,-0.026315,0.166858
41.00,1,Verse,1,-0.026315,0.166858
41.02,1,Verse,1,-0.03945,0.174931
41.04,1,Verse,1,-0.051269,0.199351
41.06,1,Verse,2,-0.051269,0.199351
41.08,1,Verse,2,-0.080193,0.210796
41.10,1,Verse,2,-0.138325,0.341509
41.12,1,Verse,2,-0.138325,0.341509
41.14,1,Verse,2,-0.133943,0.400954
41.16,1,Verse,2,-0.142379,0.348815
41.18,1,Verse,2,-0.142379,0.348815
41.20,1,Verse,2,-0.130868,0.405425
41.22,1,Verse,2,-0.126267,0.434803
41.24,1,Verse,2,-0.126267,0.434803
41.26,1,Verse,2,-0.1268,0.436361
41.28,1,Verse,2,-0.12382,0.482214
41.30,1,Verse,2,-0.12382,0.482214
41.32,1,Verse,2,-0.123993,0.520766
41.34,1,Verse,2,-0.126556,0.522953
41.36,1,Verse,2,-0.126556,0.522953
41.38,1,Verse,2,-0.124217,0.561223
41.40,1,Verse,2,-0.12592,0.581559
41.42,1,Verse,2,-0.12592,0.581559
41.44,1,Verse,2,-0.125599,0.59221
41.46,1,Verse,2,-0.127037,0.619443
41.48,1,Verse,2,-0.127037,0.619443
41.50,1,Verse,2,-0.129759,0.636695
41.52,1,Verse,3,-0.130456,0.652519
41.54,1,Verse,3,-0.130456,0.652519
41.56,1,Verse,3,-0.130686,0.702129
41.58,1,Verse,3,-0.131492,0.718105
41.60,1,Verse,3,-0.131492,0.718105
41.62,1,Verse,3,-0.132547,0.748966
41.64,1,Verse,3,-0.133772,0.805289
41.66,1,Verse,3,-0.133772,0.805289
41.68,1,Verse,3,-0.135141,0.897539
41.70,1,Verse,3,-0.135712,0.924359
41.72,1,Verse,3,-0.135712,0.924359
41.74,1,Verse,3,-0.136821,0.966268
41.76,1,Verse,3,-0.139011,1.012602
41.78,1,Verse,3,-0.139011,1.012602
41.80,1,Verse,3,-0.137187,1.020324
41.82,1,Verse,3,-0.181658,1.018762
41.84,1,Verse,3,-0.181658,1.018762
41.86,1,Verse,3,-0.271783,0.997637
41.88,1,Verse,3,-0.333809,0.982377
41.90,1,Verse,3,-0.333809,0.982377
41.92,1,Verse,3,-0.430398,0.972803
41.94,1,Verse,3,-0.523441,0.97421
41.96,1,Verse,3,-0.523441,0.97421
41.98,1,Verse,4,-0.656342,0.983917
42.00,1,Verse,4,-0.819508,0.978453
42.02,1,Verse,4,-0.819508,0.978453
42.04,1,Verse,4,-0.872335,0.979871
42.06,1,Verse,4,-0.968438,0.981543
42.08,1,Verse,4,-0.968438,0.981543
42.10,1,Verse,4,-1.095913,0.928173
42.12,1,Verse,4,-1.173071,0.912893
42.14,1,Verse,4,-1.173071,0.912893
42.16,1,Verse,4,-1.247416,0.788037
42.18,1,Verse,4,-1.332745,0.707286
42.20,1,Verse,4,-1.332745,0.707286
42.22,1,Verse,4,-1.385716,0.650919
42.24,1,Verse,4,-1.426545,0.572819
42.26,1,Verse,4,-1.426545,0.572819
42.28,1,Verse,4,-1.468534,0.432086
42.30,1,Verse,4,-1.490463,0.360201
42.32,1,Verse,4,-1.490463,0.360201
42.34,1,Verse,4,-1.544807,0.188857
42.36,1,Verse,4,-1.54367,0.059407
42.38,1,Verse,4,-1.54367,0.059407
42.40,1,Verse,4,-1.55111,-0.001303
42.42,1,Verse,4,-1.518085,-0.190143
42.44,1,Verse,4,-1.518085,-0.190143
42.46,1,Verse,1,-1.544277,-0.386917
42.48,1,Verse,1,-1.544758,-0.464265
42.50,1,Verse,1,-1.544758,-0.464265
42.52,1,Verse,1,-1.486541,-0.558814
42.54,1,Verse,1,-1.399211,-0.616085
42.56,1,Verse,1,-1.399211,-0.616085
42.58,1,Verse,1,-1.37784,-0.647316
42.60,1,Verse,1,-1.253493,-0.662938
42.62,1,Verse,1,-1.253493,-0.662938
42.64,1,Verse,1,-1.231139,-0.686838
42.66,1,Verse,1,-1.10341,-0.792178
42.68,1,Verse,1,-1.10341,-0.792178
42.70,1,Verse,1,-1.083067,-0.850356
42.72,1,Verse,1,-1.12984,-0.641469
42.74,1,Verse,1,-1.12984,-0.641469
42.76,1,Verse,1,-0.814236,-0.5221
42.78,1,Verse,1,-0.540193,-0.524426
42.80,1,Verse,1,-0.540193,-0.524426
42.82,1,Verse,1,-0.474747,-0.701002
42.84,1,Verse,1,-0.36615,-0.667782
42.86,1,Verse,1,-0.36615,-0.667782
42.88,1,Verse,1,-0.334302,-0.739038
42.90,1,Verse,1,-0.266092,-0.716384
42.92,1,Verse,2,-0.266092,-0.716384
42.94,1,Verse,2,-0.13479,-0.688552
42.96,1,Verse,2,-0.00796,-0.688323
42.98,1,Verse,2,-0.00796,-0.688323
43.00,1,Verse,2,0.006718,-0.686646
43.02,1,Verse,2,0.133751,-0.674253
43.04,1,Verse,2,0.133751,-0.674253
43.06,1,Verse,2,0.262553,-0.644633
43.08,1,Verse,2,0.27875,-0.638106
43.10,1,Verse,2,0.27875,-0.638106
43.12,1,Verse,2,0.339465,-0.611935
43.14,1,Verse,2,0.443501,-0.575545
43.16,1,Verse,2,0.443501,-0.575545
43.18,1,Verse,2,0.468242,-0.559199
43.20,1,Verse,2,0.535868,-0.467394
43.22,1,Verse,2,0.535868,-0.467394
43.24,1,Verse,2,0.627966,-0.408456
43.26,1,Verse,2,0.720769,-0.372929
43.28,1,Verse,2,0.720769,-0.372929
43.30,1,Verse,2,0.731825,-0.30194
43.32,1,Verse,2,0.791429,-0.250177
43.34,1,Verse,2,0.791429,-0.250177
43.36,1,Verse,2,0.820701,-0.211856
43.38,1,Verse,3,0.897327,-0.174791
43.40,1,Verse,3,0.897327,-0.174791
43.42,1,Verse,3,0.94427,-0.119887
43.44,1,Verse,3,1.036133,-0.039023
43.46,1,Verse,3,1.036133,-0.039023
43.48,1,Verse,3,1.058983,-0.020677
43.50,1,Verse,3,1.113917,-0.002564
43.52,1,Verse,3,1.113917,-0.002564
43.54,1,Verse,3,1.127042,0.033453
43.56,1,Verse,3,1.141601,0.110217
43.58,1,Verse,3,1.141601,0.110217
43.60,1,Verse,3,1.151848,0.145828
43.62,1,Verse,3,1.151317,0.193569
43.64,1,Verse,3,1.151317,0.193569
43.66,1,Verse,3,1.154945,0.23195
43.68,1,Verse,3,1.155226,0.253582
43.70,1,Verse,3,1.155226,0.253582
43.72,1,Verse,3,1.149946,0.300531
43.74,1,Verse,3,1.136429,0.366974
43.76,1,Verse,3,1.136429,0.366974
43.78,1,Verse,3,1.136279,0.428917
43.80,1,Verse,3,1.119008,0.470053
43.82,1,Verse,3,1.119008,0.470053
43.84,1,Verse,4,1.113836,0.519562
43.86,1,Verse,4,1.098427,0.563378
43.88,1,Verse,4,1.098427,0.563378
43.90,1,Verse,4,1.084481,0.619821
43.92,1,Verse,4,1.063944,0.673559
43.94,1,Verse,4,1.063944,0.673559
43.96,1,Verse,4,1.048231,0.68978
43.98,1,Verse,4,1.013927,0.725671
44.00,1,Verse,4,1.013927,0.725671
44.02,1,Verse,4,0.968519,0.744108
44.04,1,Verse,4,0.923245,0.763362
44.06,1,Verse,4,0.923245,0.763362
44.08,1,Verse,4,0.87388,0.77791
44.10,1,Verse,4,0.715905,0.828735
44.12,1,Verse,4,0.715905,0.828735
44.14,1,Verse,4,0.654975,0.835694
44.16,1,Verse,4,0.522339,0.840986
44.18,1,Verse,4,0.522339,0.840986
44.20,1,Verse,4,0.45977,0.844516
44.22,1,Verse,4,0.370569,0.851303
44.24,1,Verse,4,0.370569,0.851303
44.26,1,Verse,4,0.268425,0.861748
44.28,1,Verse,4,0.200232,0.865809
44.30,1,Verse,1,0.200232,0.865809
44.32,1,Verse,1,0.101955,0.889065
44.34,1,Verse,1,0.014295,0.925115
44.36,1,Verse,1,0.014295,0.925115
44.38,1,Verse,1,0.013651,0.925258
44.40,1,Verse,1,0.013514,0.924169
44.42,1,Verse,1,0.013514,0.924169
44.44,1,Verse,1,0.01343,0.923745
44.46,1,Verse,1,0.013378,0.923704
44.48,1,Verse,1,0.013378,0.923704
44.50,1,Verse,1,0.013279,0.923409
44.52,1,Verse,1,0.013214,0.922165
44.54,1,Verse,1,0.013214,0.922165
44.56,1,Verse,1,0.013196,0.921832
44.58,1,Verse,1,0.013181,0.921592
44.60,1,Verse,1,0.013181,0.921592
44.62,1,Verse,1,0.013174,0.921337
44.64,1,Verse,1,0.01317,0.920503
44.66,1,Verse,1,0.01317,0.920503
44.68,1,Verse,1,0.01317,0.920012
44.70,1,Verse,1,0.013172,0.919427
44.72,1,Verse,1,0.013172,0.919427
44.74,1,Verse,1,0.013274,0.91915
44.76,1,Verse,2,0.013669,0.918619
44.78,1,Verse,2,0.013669,0.918619
44.80,1,Verse,2,0.014787,0.917525
44.82,1,Verse,2,0.015332,0.916427
44.84,1,Verse,2,0.015332,0.916427
44.86,1,Verse,2,0.015569,0.916053
44.88,1,Verse,2,0.015588,0.916053
44.90,1,Verse,2,0.015588,0.916053
44.92,1,Verse,2,0.015555,0.917158
44.94,1,Verse,2,0.014877,0.917932
44.96,1,Verse,2,0.014877,0.917932
44.98,1,Verse,2,0.013527,0.91916
45.00,1,Verse,2,0.013348,0.920039
45.02,1,Verse,2,0.013348,0.920039
45.04,1,Verse,2,0.012977,0.920288
45.06,1,Verse,2,0.012809,0.920439
45.08,1,Verse,2,0.012809,0.920439
45.10,1,Verse,2,0.012908,0.920771
45.12,1,Verse,2,0.013229,0.920781
45.14,1,Verse,2,0.013229,0.920781
45.16,1,Verse,2,0.013231,0.920778
45.18,1,Verse,2,0.013266,0.920779
45.20,1,Verse,2,0.013266,0.920779
45.22,1,Verse,3,0.013866,0.920875
45.24,1,Verse,3,0.013948,0.920885
45.26,1,Verse,3,0.013948,0.920885
45.28,1,Verse,3,0.014391,0.920753
45.30,1,Verse,3,0.015904,0.919925
45.32,1,Verse,3,0.015904,0.919925
45.34,1,Verse,3,0.016584,0.919541
45.36,1,Verse,3,0.017853,0.916879
45.38,1,Verse,3,0.017853,0.916879
45.40,1,Verse,3,0.019931,0.914837
45.42,1,Verse,3,0.020956,0.915438
45.44,1,Verse,3,0.020956,0.915438
45.46,1,Verse,3,0.020851,0.917775
45.48,1,Verse,3,0.020837,0.91785
45.50,1,Verse,3,0.020837,0.91785
45.52,1,Verse,3,0.020861,0.917026
45.54,1,Verse,3,0.020858,0.916604
45.56,1,Verse,3,0.020858,0.916604
45.58,1,Verse,3,0.020856,0.916575
45.60,1,Verse,3,0.02086,0.916566
45.62,1,Verse,3,0.02086,0.916566
45.64,1,Verse,3,0.020853,0.916569
45.66,1,Verse,3,0.020862,0.916566
45.68,1,Verse,4,0.020862,0.916566
45.70,1,Verse,4,0.020853,0.916565
45.72,1,Verse,4,0.020858,0.916572
45.74,1,Verse,4,0.020858,0.916572
45.76,1,Verse,4,0.020859,0.916563
45.78,1,Verse,4,0.020858,0.916563
45.80,1,Verse,4,0.020858,0.916563
45.82,1,Verse,4,0.020862,0.916562
45.84,1,Verse,4,0.02086,0.91656
45.86,1,Verse,4,0.02086,0.91656
45.88,1,Verse,4,0.020859,0.916559
45.90,1,Verse,4,0.020855,0.916556
45.92,1,Verse,4,0.020855,0.916556
45.94,1,Verse,4,0.020855,0.916554
45.96,1,Verse,4,0.020852,0.916549
45.98,1,Verse,4,0.020852,0.916549
46.00,1,Verse,4,0.020858,0.916549
46.02,1,Verse,4,0.02085,0.916551
46.04,1,Verse,4,0.02085,0.916551
46.06,1,Verse,4,0.020858,0.916547
46.08,1,Verse,4,0.020859,0.916546
46.10,1,Verse,4,0.020859,0.916546
46.12,1,Verse,4,0.020862,0.916541
46.14,1,Verse,1,0.020853,0.916538
46.16,1,Verse,1,0.020853,0.916538
46.18,1,Verse,1,0.020859,0.916528
46.20,1,Verse,1,0.020862,0.916528
46.22,1,Verse,1,0.020862,0.916528
46.24,1,Verse,1,0.020846,0.916527
46.26,1,Verse,1,0.020856,0.91652
46.28,1,Verse,1,0.020856,0.91652
46.30,1,Verse,1,0.020865,0.916511
46.32,1,Verse,1,0.020883,0.916477
46.34,1,Verse,1,0.020883,0.916477
46.36,1,Verse,1,0.020889,0.916474
46.38,1,Verse,1,0.020887,0.91647
46.40,1,Verse,1,0.020887,0.91647
46.42,1,Verse,1,0.020892,0.916465
46.44,1,Verse,1,0.020889,0.916451
46.46,1,Verse,1,0.020889,0.916451
46.48,1,Verse,1,0.020902,0.916448
46.50,1,Verse,1,0.020893,0.916435
46.52,1,Verse,1,0.020893,0.916435
46.54,1,Verse,1,0.020883,0.916428
46.56,1,Verse,1,0.020887,0.916419
46.58,1,Verse,1,0.020887,0.916419
46.60,1,Verse,2,0.020889,0.916412
46.62,1,Verse,2,0.020883,0.916401
46.64,1,Verse,2,0.020883,0.916401
46.66,1,Verse,2,0.020882,0.916407
46.68,1,Verse,2,0.020889,0.916397
46.70,1,Verse,2,0.020889,0.916397
46.72,1,Verse,2,0.020889,0.916396
46.74,1,Verse,2,0.020892,0.916391
46.76,1,Verse,2,0.020892,0.916391
46.78,1,Verse,2,0.02089,0.916384
46.80,1,Verse,2,0.020887,0.916383
46.82,1,Verse,2,0.020887,0.916383
46.84,1,Verse,2,0.020887,0.916381
46.86,1,Verse,2,0.020895,0.916381
46.88,1,Verse,2,0.020895,0.916381
46.90,1,Verse,2,0.020889,0.916377
46.92,1,Verse,2,0.02089,0.916374
46.94,1,Verse,2,0.02089,0.916374
46.96,1,Verse,2,0.02089,0.916374
46.98,1,Verse,2,0.02089,0.916367
47.00,1,Verse,2,0.02089,0.916367
47.02,1,Verse,2,0.020887,0.916362
47.04,1,Verse,2,0.020893,0.916367
47.06,1,Verse,3,0.020893,0.916367
47.08,1,Verse,3,0.020886,0.916356
47.10,1,Verse,3,0.02089,0.916353
47.12,1,Verse,3,0.02089,0.916353
47.14,1,Verse,3,0.020889,0.916352
47.16,1,Verse,3,0.02089,0.916351
47.18,1,Verse,3,0.02089,0.916351
47.20,1,Verse,3,0.020887,0.916351
47.22,1,Verse,3,0.020895,0.916349
47.24,1,Verse,3,0.020895,0.916349
47.26,1,Verse,3,0.020886,0.916348
47.28,1,Verse,3,0.020889,0.916367
47.30,1,Verse,3,0.020889,0.916367
47.32,1,Verse,3,0.02089,0.916346
47.34,1,Verse,3,0.020884,0.916348
47.36,1,Verse,3,0.020884,0.916348
47.38,1,Verse,3,0.020892,0.916349
47.40,1,Verse,3,0.020879,0.916346
47.42,1,Verse,3,0.020879,0.916346
47.44,1,Verse,3,0.020886,0.916348
47.46,1,Verse,3,0.020882,0.916348
47.48,1,Verse,3,0.020882,0.916348
47.50,1,Verse,3,0.020893,0.916346
47.52,1,Verse,4,0.020892,0.916348
47.54,1,Verse,4,0.020892,0.916348
47.56,1,Verse,4,0.020892,0.916336
47.58,1,Verse,4,0.020892,0.916345
47.60,1,Verse,4,0.020892,0.916345
47.62,1,Verse,4,0.02089,0.91634
47.64,1,Verse,4,0.020893,0.916343
47.66,1,Verse,4,0.020893,0.916343
47.68,1,Verse,4,0.020889,0.916342
47.70,1,Verse,4,0.020892,0.916338
47.72,1,Verse,4,0.020892,0.916338
47.74,1,Verse,4,0.02089,0.916317
47.76,1,Verse,4,0.020884,0.916342
47.78,1,Verse,4,0.020884,0.916342
47.80,1,Verse,4,0.020892,0.91634
47.82,1,Verse,4,0.020882,0.91634
47.84,1,Verse,4,0.020882,0.91634
47.86,1,Verse,4,0.020898,0.916342
47.88,1,Verse,4,0.020892,0.91634
47.90,1,Verse,4,0.020892,0.91634
47.92,1,Verse,4,0.020898,0.91634
47.94,1,Verse,4,0.020889,0.91634
47.96,1,Verse,4,0.020889,0.91634
47.98,1,Verse,1,0.02089,0.916339
48.00,1,Verse,1,0.020892,0.916338
48.02,1,Verse,1,0.020892,0.916338
48.04,1,Verse,1,0.020892,0.916338
48.06,1,Verse,1,0.020892,0.916338
48.08,1,Verse,1,0.020892,0.916338
48.10,1,Verse,1,0.020892,0.916338
48.12,1,Verse,1,0.020892,0.916338
48.14,1,Verse,1,0.020892,0.916338
48.16,1,Verse,1,0.020892,0.916338
48.18,1,Verse,1,0.020892,0.916338
48.20,1,Verse,1,0.020892,0.916338
48.22,1,Verse,1,0.020892,0.916338
48.24,1,Verse,1,0.020892,0.916338
48.26,1,Verse,1,0.020892,0.916338
48.28,1,Verse,1,0.020892,0.916338
48.30,1,Verse,1,0.020892,0.916338
48.32,1,Verse,1,0.020892,0.916338
48.34,1,Verse,1,0.020892,0.916338
48.36,1,Verse,1,0.020892,0.916338
48.38,1,Verse,1,0.020892,0.916338
48.40,1,Verse,1,0.020892,0.916338
48.42,1,Verse,1,0.020892,0.916338
48.44,1,Verse,1,0.020892,0.916338
48.46,1,Verse,2,0.020892,0.916338
48.48,1,Verse,2,0.020892,0.916338
48.50,1,Verse,2,0.020892,0.916338
48.52,1,Verse,2,0.020892,0.916338
48.54,1,Verse,2,0.020892,0.916338
48.56,1,Verse,2,0.020892,0.916338
48.58,1,Verse,2,0.020892,0.916338
48.60,1,Verse,2,0.020892,0.916338
48.62,1,Verse,2,0.020892,0.916338
48.64,1,Verse,2,0.020892,0.916338
48.66,1,Verse,2,0.020892,0.916338
48.68,1,Verse,2,0.020892,0.916338
48.70,1,Verse,2,0.020892,0.916338
48.72,1,Verse,2,0.020892,0.916338
48.74,1,Verse,2,0.020892,0.916338
48.76,1,Verse,2,0.020892,0.916338
48.78,1,Verse,2,0.020892,0.916338
48.80,1,Verse,2,0.020892,0.916338
48.82,1,Verse,2,0.020892,0.916338
48.84,1,Verse,2,0.020892,0.916338
48.86,1,Verse,2,0.020892,0.916338
48.88,1,Verse,2,0.020892,0.916338
48.90,1,Verse,2,0.020892,0.916338
48.92,1,Verse,3,0.020892,0.916338
48.94,1,Verse,3,0.020892,0.916338
48.96,1,Verse,3,0.020892,0.916338
48.98,1,Verse,3,0.020892,0.916338
49.00,1,Verse,3,0.020892,0.916338
49.02,1,Verse,3,0.020892,0.916338
49.04,1,Verse,3,0.020892,0.916338
49.06,1,Verse,3,0.020892,0.916338
49.08,1,Verse,3,0.020892,0.916338
49.10,1,Verse,3,0.020892,0.916338
49.12,1,Verse,3,0.020892,0.916338
49.14,1,Verse,3,0.020892,0.916338
49.16,1,Verse,3,0.020892,0.916338
49.18,1,Verse,3,0.020892,0.916338
49.20,1,Verse,3,0.020892,0.916338
49.22,1,Verse,3,0.020892,0.916338
49.24,1,Verse,3,0.020892,0.916338
49.26,1,Verse,3,0.020892,0.916338
49.28,1,Verse,3,0.020892,0.916338
49.30,1,Verse,3,0.020892,0.916338
49.32,1,Verse,3,0.020892,0.916338
49.34,1,Verse,3,0.020892,0.916338
49.36,1,Verse,3,0.020892,0.916338
49.38,1,Verse,4,0.020892,0.916338
49.40,1,Verse,4,0.020892,0.916338
49.42,1,Verse,4,0.020892,0.916338
49.44,1,Verse,4,0.020892,0.916338
49.46,1,Verse,4,0.020892,0.916338
49.48,1,Verse,4,0.020892,0.916338
49.50,1,Verse,4,0.020892,0.916338
49.52,1,Verse,4,0.020892,0.916338
49.54,1,Verse,4,0.020892,0.916338
49.56,1,Verse,4,0.020892,0.916338
49.58,1,Verse,4,0.020892,0.916338
49.60,1,Verse,4,0.020892,0.916338
49.62,1,Verse,4,0.020892,0.916338
49.64,1,Verse,4,0.020892,0.916338
49.66,1,Verse,4,0.020892,0.916338
49.68,1,Verse,4,0.020892,0.916338
49.70,1,Verse,4,0.020892,0.916338
49.72,1,Verse,4,0.020892,0.916338
49.74,1,Verse,4,0.020892,0.916338
