time,rms,region,measure,x,y
0.00,1,Start,1,0.020014,0.921563
0.02,1,Start,1,0.020014,0.921563
0.04,1,Start,1,0.020011,0.921563
0.06,1,Start,1,0.020014,0.921563
0.08,1,Start,1,0.020014,0.921563
0.10,1,Start,1,0.020011,0.92156
0.12,1,Start,1,0.020016,0.921564
0.14,1,Start,1,0.020016,0.921564
0.16,1,Start,1,0.019998,0.921563
0.18,1,Start,1,0.020011,0.921558
0.20,1,Start,1,0.020011,0.921558
0.22,1,Start,1,0.020007,0.921569
0.24,1,Start,1,0.020011,0.921564
0.26,1,Start,1,0.020011,0.921564
0.28,1,Start,1,0.020013,0.92156
0.30,1,Start,1,0.020019,0.921564
0.32,1,Start,1,0.020019,0.921564
0.34,1,Start,1,0.020013,0.921558
0.36,1,Start,1,0.020017,0.921564
0.38,1,Start,1,0.020017,0.921564
0.40,1,Start,1,0.020017,0.921561
0.42,1,Start,1,0.020016,0.921563
0.44,1,Start,1,0.020016,0.921563
0.46,1,Start,2,0.020011,0.92156
0.48,1,Start,2,0.020014,0.921563
0.50,1,Start,2,0.020014,0.921563
0.52,1,Start,2,0.020016,0.921564
0.54,1,Start,2,0.020016,0.921563
0.56,1,Start,2,0.020016,0.921563
0.58,1,Start,2,0.020011,0.921563
0.60,1,Start,2,0.020016,0.921563
0.62,1,Start,2,0.020016,0.921563
0.64,1,Start,2,0.020013,0.921564
0.66,1,Start,2,0.020011,0.921564
0.68,1,Start,2,0.020011,0.921564
0.70,1,Start,2,0.020016,0.921563
0.72,1,Start,2,0.020014,0.921563
0.74,1,Start,2,0.020014,0.921563
0.76,1,Start,2,0.020016,0.921563
0.78,1,Start,2,0.020013,0.921563
0.80,1,Start,2,0.020013,0.921563
0.82,1,Start,2,0.020017,0.921563
0.84,1,Start,2,0.020013,0.921561
0.86,1,Start,2,0.020013,0.921561
0.88,1,Start,2,0.020016,0.92156
0.90,1,Start,2,0.020014,0.921563
0.92,1,Start,3,0.020014,0.921563
0.94,1,Start,3,0.02001,0.921567
0.96,1,Start,3,0.020011,0.921564
0.98,1,Start,3,0.020011,0.921564
1.00,1,Start,3,0.020013,0.921566
1.02,1,Start,3,0.020013,0.921563
1.04,1,Start,3,0.020013,0.921563
1.06,1,Start,3,0.020011,0.92157
1.08,1,Start,3,0.020011,0.921566
1.10,1,Start,3,0.020011,0.921566
1.12,1,Start,3,0.020005,0.921564
1.14,1,Start,3,0.020016,0.921563
1.16,1,Start,3,0.020016,0.921563
1.18,1,Start,3,0.020014,0.921563
1.20,1,Start,3,0.020013,0.921564
1.22,1,Start,3,0.020013,0.921564
1.24,1,Start,3,0.020011,0.921561
1.26,1,Start,3,0.020013,0.921564
1.28,1,Start,3,0.020013,0.921564
1.30,1,Start,3,0.020013,0.921563
1.32,1,Start,3,0.020023,0.921563
1.34,1,Start,3,0.020023,0.921563
1.36,1,Start,3,0.020013,0.921563
1.38,1,Start,4,0.02001,0.921557
1.40,1,Start,4,0.02001,0.921557
1.42,1,Start,4,0.020019,0.921585
1.44,1,Start,4,0.020011,0.921564
1.46,1,Start,4,0.020011,0.921564
1.48,1,Start,4,0.020017,0.92156
1.50,1,Start,4,0.020016,0.921563
1.52,1,Start,4,0.020016,0.921563
1.54,1,Start,4,0.020013,0.921566
1.56,1,Start,4,0.020016,0.92156
1.58,1,Start,4,0.020016,0.92156
1.60,1,Start,4,0.020014,0.921563
1.62,1,Start,4,0.020016,0.921563
1.64,1,Start,4,0.020016,0.921563
1.66,1,Start,4,0.020022,0.921561
1.68,1,Start,4,0.020014,0.921561
1.70,1,Start,4,0.020014,0.921561
1.72,1,Start,4,0.020013,0.921563
1.74,1,Start,4,0.020013,0.921563
1.76,1,Start,4,0.020013,0.921563
1.78,1,Start,4,0.020011,0.921558
1.80,1,Start,4,0.020017,0.921566
1.82,1,Start,4,0.020017,0.921566
1.84,1,Start,1,0.020011,0.921563
1.86,1,Start,1,0.020011,0.921561
1.88,1,Start,1,0.020011,0.921561
1.90,1,Start,1,0.020013,0.921566
1.92,1,Start,1,0.020013,0.921563
1.94,1,Start,1,0.020013,0.921563
1.96,1,Start,1,0.020014,0.921563
1.98,1,Start,1,0.020019,0.921555
2.00,1,Start,1,0.020019,0.921555
2.02,1,Start,1,0.020016,0.921566
2.04,1,Start,1,0.020013,0.921564
2.06,1,Start,1,0.020013,0.921564
2.08,1,Start,1,0.020013,0.921558
2.10,1,Start,1,0.020016,0.921563
2.12,1,Start,1,0.020016,0.921563
2.14,1,Start,1,0.02002,0.921563
2.16,1,Start,1,0.020013,0.921564
2.18,1,Start,1,0.020013,0.921564
2.20,1,Start,1,0.02002,0.921561
2.22,1,Start,1,0.020016,0.921563
2.24,1,Start,1,0.020016,0.921563
2.26,1,Start,1,0.020005,0.921558
2.28,1,Start,1,0.020011,0.921567
2.30,1,Start,2,0.020011,0.921567
2.32,1,Start,2,0.020013,0.921564
2.34,1,Start,2,0.020008,0.921564
2.36,1,Start,2,0.020008,0.921564
2.38,1,Start,2,0.020005,0.921563
2.40,1,Start,2,0.020007,0.921561
2.42,1,Start,2,0.020007,0.921561
2.44,1,Start,2,0.019958,0.921561
2.46,1,Start,2,0.019642,0.921251
2.48,1,Start,2,0.019642,0.921251
2.50,1,Start,2,0.019526,0.920957
2.52,1,Start,2,0.019367,0.920601
2.54,1,Start,2,0.019367,0.920601
2.56,1,Start,2,0.018816,0.91946
2.58,1,Start,2,0.018501,0.917709
2.60,1,Start,2,0.018501,0.917709
2.62,1,Start,2,0.018146,0.919135
2.64,1,Start,2,0.017921,0.920013
2.66,1,Start,2,0.017921,0.920013
2.68,1,Start,2,0.017666,0.921735
2.70,1,Start,2,0.01702,0.921975
2.72,1,Start,2,0.01702,0.921975
2.74,1,Start,2,0.016417,0.921948
2.76,1,Start,3,0.016221,0.921139
2.78,1,Start,3,0.016221,0.921139
2.80,1,Start,3,0.016176,0.921137
2.82,1,Start,3,0.015946,0.921129
2.84,1,Start,3,0.015946,0.921129
2.86,1,Start,3,0.015786,0.921398
2.88,1,Start,3,0.015683,0.921728
2.90,1,Start,3,0.015683,0.921728
2.92,1,Start,3,0.015667,0.921815
2.94,1,Start,3,0.015541,0.921813
2.96,1,Start,3,0.015541,0.921813
2.98,1,Start,3,0.015461,0.921815
3.00,1,Start,3,0.015433,0.921815
3.02,1,Start,3,0.015433,0.921815
3.04,1,Start,3,0.0152,0.921802
3.06,1,Start,3,0.01516,0.921808
3.08,1,Start,3,0.01516,0.921808
3.10,1,Start,3,0.015097,0.921802
3.12,1,Start,3,0.015081,0.921795
3.14,1,Start,3,0.015081,0.921795
3.16,1,Start,3,0.015078,0.92177
3.18,1,Start,3,0.015088,0.921571
3.20,1,Start,3,0.015088,0.921571
3.22,1,Start,4,0.015114,0.921415
3.24,1,Start,4,0.015092,0.921213
3.26,1,Start,4,0.015092,0.921213
3.28,1,Start,4,0.015153,0.920774
3.30,1,Start,4,0.015183,0.920466
3.32,1,Start,4,0.015183,0.920466
3.34,1,Start,4,0.015184,0.920322
3.36,1,Start,4,0.015183,0.919935
3.38,1,Start,4,0.015183,0.919935
3.40,1,Start,4,0.015195,0.91971
3.42,1,Start,4,0.015204,0.919665
3.44,1,Start,4,0.015204,0.919665
3.46,1,Start,4,0.015203,0.919632
3.48,1,Start,4,0.015196,0.91962
3.50,1,Start,4,0.015196,0.91962
3.52,1,Start,4,0.015203,0.919604
3.54,1,Start,4,0.015199,0.919585
3.56,1,Start,4,0.015199,0.919585
3.58,1,Start,4,0.015209,0.919587
3.60,1,Start,4,0.015207,0.919593
3.62,1,Start,4,0.015207,0.919593
3.64,1,Start,4,0.015206,0.919598
3.66,1,Start,4,0.015206,0.919603
3.68,1,Start,1,0.015206,0.919603
3.70,1,Start,1,0.015207,0.919621
3.72,1,Start,1,0.015206,0.919642
3.74,1,Start,1,0.015206,0.919642
3.76,1,Start,1,0.015202,0.919697
3.78,1,Punch,1,0.015202,0.919767
3.80,1,Punch,1,0.015202,0.919767
3.82,1,Punch,1,0.015181,0.920041
3.84,1,Punch,1,0.015187,0.920098
3.86,1,Punch,1,0.015187,0.920098
3.88,1,Punch,1,0.015191,0.920104
3.90,1,Punch,1,0.015189,0.920115
3.92,1,Punch,1,0.015189,0.920115
3.94,1,Punch,1,0.015189,0.920109
3.96,1,Punch,1,0.015195,0.920109
3.98,1,Punch,1,0.015195,0.920109
4.00,1,Punch,1,0.015189,0.92011
4.02,1,Punch,1,0.015191,0.920107
4.04,1,Punch,1,0.015191,0.920107
4.06,1,Punch,1,0.015189,0.920099
4.08,1,Punch,1,0.015183,0.920092
4.10,1,Punch,1,0.015183,0.920092
4.12,1,Punch,1,0.015187,0.920089
4.14,1,Punch,2,0.015186,0.920075
4.16,1,Punch,2,0.015186,0.920075
4.18,1,Punch,2,0.015191,0.920078
4.20,1,Punch,2,0.015189,0.920072
4.22,1,Punch,2,0.015189,0.920072
4.24,1,Punch,2,0.015186,0.920067
4.26,1,Punch,2,0.015186,0.920058
4.28,1,Punch,2,0.015186,0.920058
4.30,1,Punch,2,0.015187,0.920055
4.32,1,Punch,2,0.01518,0.920056
4.34,1,Punch,2,0.01518,0.920056
4.36,1,Punch,2,0.015174,0.920055
4.38,1,Punch,2,0.015175,0.920059
4.40,1,Punch,2,0.015175,0.920059
4.42,1,Punch,2,0.015167,0.920059
4.44,1,Punch,2,0.015174,0.920053
4.46,1,Punch,2,0.015174,0.920053
4.48,1,Punch,2,0.015169,0.920064
4.50,1,Punch,2,0.015171,0.920067
4.52,1,Punch,2,0.015171,0.920067
4.54,1,Punch,2,0.015161,0.920073
4.56,1,Punch,2,0.015163,0.920078
4.58,1,Punch,2,0.015163,0.920078
4.60,1,Punch,3,0.015163,0.920082
4.62,1,Punch,3,0.015154,0.920102
4.64,1,Punch,3,0.015154,0.920102
4.66,1,Punch,3,0.015135,0.92011
4.68,1,Punch,3,0.015109,0.920162
4.70,1,Punch,3,0.015109,0.920162
4.72,1,Punch,3,0.015092,0.920192
4.74,1,Punch,3,0.015033,0.9202
4.76,1,Punch,3,0.015033,0.9202
4.78,1,Punch,3,0.014975,0.92019
4.80,1,Punch,3,0.014964,0.920193
4.82,1,Punch,3,0.014964,0.920193
4.84,1,Punch,3,0.014948,0.920193
4.86,1,Punch,3,0.014937,0.920205
4.88,1,Punch,3,0.014937,0.920205
4.90,1,Punch,3,0.014928,0.920194
4.92,1,Punch,3,0.014927,0.920179
4.94,1,Punch,3,0.014927,0.920179
4.96,1,Punch,3,0.01492,0.920183
4.98,1,Punch,3,0.014923,0.920181
5.00,1,Punch,3,0.014923,0.920181
5.02,1,Punch,3,0.01492,0.920183
5.04,1,Punch,3,0.014913,0.920175
5.06,1,Punch,4,0.014913,0.920175
5.08,1,Punch,4,0.014919,0.920173
5.10,1,Punch,4,0.014917,0.920173
5.12,1,Punch,4,0.014917,0.920173
5.14,1,Punch,4,0.014889,0.920175
5.16,1,Punch,4,0.014836,0.920165
5.18,1,Punch,4,0.014836,0.920165
5.20,1,Punch,4,0.014711,0.920131
5.22,1,Punch,4,0.014545,0.920111
5.24,1,Punch,4,0.014545,0.920111
5.26,1,Punch,4,0.014488,0.920097
5.28,1,Punch,4,0.014359,0.920078
5.30,1,Punch,4,0.014359,0.920078
5.32,1,Punch,4,0.014291,0.920066
5.34,1,Punch,4,0.014269,0.92009
5.36,1,Punch,4,0.014269,0.92009
5.38,1,Punch,4,0.014248,0.920217
5.40,1,Punch,4,0.01424,0.920249
5.42,1,Punch,4,0.01424,0.920249
5.44,1,Punch,4,0.014229,0.920272
5.46,1,Punch,4,0.014211,0.920294
5.48,1,Punch,4,0.014211,0.920294
5.50,1,Punch,4,0.014209,0.920309
5.52,1,Punch,1,0.0142,0.920304
5.54,1,Punch,1,0.0142,0.920304
5.56,1,Punch,1,0.0142,0.920304
5.58,1,Punch,1,0.014198,0.920306
5.60,1,Punch,1,0.014198,0.920306
5.62,1,Punch,1,0.014192,0.920306
5.64,1,Punch,1,0.0142,0.920304
5.66,1,Punch,1,0.0142,0.920304
5.68,1,Punch,1,0.014198,0.920311
5.70,1,Punch,1,0.014199,0.920459
5.72,1,Punch,1,0.014199,0.920459
5.74,1,Punch,1,0.014209,0.920542
5.76,1,Punch,1,0.014218,0.920612
5.78,1,Punch,1,0.014218,0.920612
5.80,1,Punch,1,0.014205,0.920705
5.82,1,Punch,1,0.014202,0.920823
5.84,1,Punch,1,0.014202,0.920823
5.86,1,Punch,1,0.014202,0.920859
5.88,1,Punch,1,0.0142,0.92088
5.90,1,Punch,1,0.0142,0.92088
5.92,1,Punch,1,0.0142,0.920893
5.94,1,Punch,1,0.014211,0.9209
5.96,1,Punch,1,0.014211,0.9209
5.98,1,Punch,1,0.014195,0.920903
6.00,1,Punch,2,0.014192,0.920903
6.02,1,Punch,2,0.014192,0.920903
6.04,1,Punch,2,0.014189,0.920908
6.06,1,Punch,2,0.014197,0.920904
6.08,1,Punch,2,0.014197,0.920904
6.10,1,Punch,2,0.014214,0.920903
6.12,1,Punch,2,0.01419,0.920909
6.14,1,Punch,2,0.01419,0.920909
6.16,1,Punch,2,0.014191,0.920874
6.18,1,Punch,2,0.014183,0.920856
6.20,1,Punch,2,0.014183,0.920856
6.22,1,Punch,2,0.014183,0.920859
6.24,1,Punch,2,0.014181,0.920858
6.26,1,Punch,2,0.014181,0.920858
6.28,1,Punch,2,0.014181,0.920858
6.30,1,Punch,2,0.014186,0.920858
6.32,1,Punch,2,0.014186,0.920858
6.34,1,Punch,2,0.014164,0.92085
6.36,1,Punch,2,0.014158,0.92084
6.38,1,Punch,2,0.014158,0.92084
6.40,1,Punch,2,0.014137,0.920832
6.42,1,Punch,2,0.014142,0.920825
6.44,1,Punch,2,0.014142,0.920825
6.46,1,Punch,3,0.014145,0.920832
6.48,1,Punch,3,0.014141,0.920829
6.50,1,Punch,3,0.014141,0.920829
6.52,1,Punch,3,0.014145,0.920829
6.54,1,Punch,3,0.014141,0.920833
6.56,1,Punch,3,0.014141,0.920833
6.58,1,Punch,3,0.014147,0.920825
6.60,1,Punch,3,0.014142,0.920829
6.62,1,Punch,3,0.014142,0.920829
6.64,1,Punch,3,0.014144,0.92083
6.66,1,Punch,3,0.014142,0.920825
6.68,1,Punch,3,0.014142,0.920825
6.70,1,Punch,3,0.014144,0.920822
6.72,1,Punch,3,0.014141,0.920825
6.74,1,Punch,3,0.014141,0.920825
6.76,1,Punch,3,0.014139,0.920827
6.78,1,Punch,3,0.014147,0.920825
6.80,1,Punch,3,0.014147,0.920825
6.82,1,Punch,3,0.014145,0.920833
6.84,1,Punch,3,0.014144,0.920825
6.86,1,Punch,3,0.014144,0.920825
6.88,1,Punch,3,0.014142,0.920825
6.90,1,Punch,3,0.014145,0.920829
6.92,1,Punch,4,0.014145,0.920829
6.94,1,Punch,4,0.014141,0.920827
6.96,1,Punch,4,0.014139,0.920833
6.98,1,Punch,4,0.014139,0.920833
7.00,1,Punch,4,0.014149,0.920825
7.02,1,Punch,4,0.014145,0.920835
7.04,1,Punch,4,0.014145,0.920835
7.06,1,Punch,4,0.014139,0.920816
7.08,1,Punch,4,0.014142,0.920827
7.10,1,Punch,4,0.014142,0.920827
7.12,1,Punch,4,0.014141,0.92082
7.14,1,Punch,4,0.014141,0.920812
7.16,1,Punch,4,0.014141,0.920812
7.18,1,Punch,4,0.014149,0.920812
7.20,1,Punch,4,0.014141,0.920811
7.22,1,Punch,4,0.014141,0.920811
7.24,1,Punch,4,0.014145,0.920808
7.26,1,Punch,4,0.014142,0.920811
7.28,1,Punch,4,0.014142,0.920811
7.30,1,Punch,4,0.014145,0.920812
7.32,1,Punch,4,0.014144,0.920811
7.34,1,Punch,4,0.014144,0.920811
7.36,1,Punch,4,0.014141,0.920817
7.38,1,Punch,1,0.014147,0.920812
7.40,1,Punch,1,0.014147,0.920812
7.42,1,Punch,1,0.014145,0.920816
7.44,1,Punch,1,0.014147,0.920816
7.46,1,Punch,1,0.014147,0.920816
7.48,1,Punch,1,0.014142,0.920814
7.50,1,Punch,1,0.014149,0.920817
7.52,1,Punch,1,0.014149,0.920817
7.54,1,Punch,1,0.014147,0.92082
7.56,1,Punch,1,0.014153,0.920822
7.58,1,Punch,1,0.014153,0.920822
7.60,1,Punch,1,0.014147,0.920816
7.62,1,Punch,1,0.014144,0.920808
7.64,1,Punch,1,0.014144,0.920808
7.66,1,Punch,1,0.014145,0.920808
7.68,1,Punch,1,0.014142,0.920808
7.70,1,Punch,1,0.014142,0.920808
7.72,1,Punch,1,0.014147,0.920808
7.74,1,Punch,1,0.014147,0.92083
7.76,1,Punch,1,0.014147,0.92083
7.78,1,Punch,1,0.014145,0.920803
7.80,1,Punch,1,0.014144,0.920793
7.82,1,Punch,1,0.014144,0.920793
7.84,1,Punch,2,0.014145,0.920785
7.86,1,Punch,2,0.014141,0.92079
7.88,1,Punch,2,0.014141,0.92079
7.90,1,Punch,2,0.014152,0.920788
7.92,1,Punch,2,0.01415,0.920788
7.94,1,Punch,2,0.01415,0.920788
7.96,1,Punch,2,0.014142,0.920784
7.98,1,Punch,2,0.014149,0.92078
8.00,1,Punch,2,0.014149,0.92078
8.02,1,Punch,2,0.014144,0.920785
8.04,1,Punch,2,0.01415,0.920784
8.06,1,Punch,2,0.01415,0.920784
8.08,1,Punch,2,0.014149,0.920763
8.10,1,Punch,2,0.014152,0.920755
8.12,1,Punch,2,0.014152,0.920755
8.14,1,Punch,2,0.014149,0.920753
8.16,1,Punch,2,0.014149,0.920759
8.18,1,Punch,2,0.014149,0.920759
8.20,1,Punch,2,0.014157,0.920743
8.22,1,Punch,2,0.014149,0.920743
8.24,1,Punch,2,0.014149,0.920743
8.26,1,Punch,2,0.014145,0.920732
8.28,1,Punch,2,0.014155,0.920742
8.30,1,Punch,3,0.014155,0.920742
8.32,1,Punch,3,0.014153,0.920739
8.34,1,Punch,3,0.014157,0.920734
8.36,1,Punch,3,0.014157,0.920734
8.38,1,Punch,3,0.014151,0.920709
8.40,1,Punch,3,0.014154,0.920701
8.42,1,Punch,3,0.014154,0.920701
8.44,1,Punch,3,0.014157,0.920687
8.46,1,Punch,3,0.014161,0.920692
8.48,1,Punch,3,0.014161,0.920692
8.50,1,Punch,3,0.014161,0.920703
8.52,1,Punch,3,0.014156,0.92069
8.54,1,Punch,3,0.014156,0.92069
8.56,1,Punch,3,0.014154,0.920693
8.58,1,Punch,3,0.014164,0.92069
8.60,1,Punch,3,0.014164,0.92069
8.62,1,Punch,3,0.014151,0.920688
8.64,1,Punch,3,0.014148,0.920683
8.66,1,Punch,3,0.014148,0.920683
8.68,1,Punch,3,0.014165,0.920695
8.70,1,Punch,3,0.014162,0.920675
8.72,1,Punch,3,0.014162,0.920675
8.74,1,Punch,3,0.014161,0.920671
8.76,1,Punch,4,0.014157,0.920675
8.78,1,Punch,4,0.014157,0.920675
8.80,1,Punch,4,0.014161,0.920677
8.82,1,Punch,4,0.014157,0.920677
8.84,1,Punch,4,0.014157,0.920677
8.86,1,Punch,4,0.014162,0.920677
8.88,1,Punch,4,0.014162,0.920669
8.90,1,Punch,4,0.014162,0.920669
8.92,1,Punch,4,0.014161,0.920651
8.94,1,Punch,4,0.014161,0.920648
8.96,1,Punch,4,0.014161,0.920648
8.98,1,Punch,4,0.014159,0.920642
9.00,1,Punch,4,0.014162,0.920629
9.02,1,Punch,4,0.014162,0.920629
9.04,1,Punch,4,0.014161,0.920642
9.06,1,Punch,4,0.01414,0.920701
9.08,1,Punch,4,0.01414,0.920701
9.10,1,Punch,4,0.014009,0.920686
9.12,1,Punch,4,0.013744,0.920665
9.14,1,Punch,4,0.013744,0.920665
9.16,1,Punch,4,0.013584,0.920647
9.18,1,Punch,4,0.013569,0.921009
9.20,1,Punch,4,0.013569,0.921009
9.22,1,Punch,1,0.013527,0.921359
9.24,1,Punch,1,0.01351,0.921645
9.26,1,Punch,1,0.01351,0.921645
9.28,1,Punch,1,0.013459,0.922199
9.30,1,Punch,1,0.013425,0.922557
9.32,1,Punch,1,0.013425,0.922557
9.34,1,Punch,1,0.01339,0.922854
9.36,1,Punch,1,0.013368,0.923247
9.38,1,Punch,1,0.013368,0.923247
9.40,1,Punch,1,0.013361,0.92363
9.42,1,Punch,1,0.014168,0.908366
9.44,1,Punch,1,0.014168,0.908366
9.46,1,Punch,1,0.016456,0.884119
9.48,1,Punch,1,0.019265,0.876475
9.50,1,Punch,1,0.019265,0.876475
9.52,1,Punch,1,0.026274,0.87056
9.54,1,Punch,1,0.0361,0.876773
9.56,1,Punch,1,0.0361,0.876773
9.58,1,Punch,1,0.051723,0.87709
9.60,1,Punch,1,0.072473,0.878596
9.62,1,Punch,1,0.072473,0.878596
9.64,1,Punch,1,0.093482,0.886364
9.66,1,Punch,1,0.117263,0.898654
9.68,1,Punch,2,0.117263,0.898654
9.70,1,Punch,2,0.141223,0.907042
9.72,1,Punch,2,0.17546,0.925148
9.74,1,Punch,2,0.17546,0.925148
9.76,1,Punch,2,0.199685,0.933327
9.78,1,Punch,2,0.237749,0.953222
9.80,1,Punch,2,0.237749,0.953222
9.82,1,Punch,2,0.263657,0.966633
9.84,1,Punch,2,0.273218,0.977369
9.86,1,Punch,2,0.273218,0.977369
9.88,1,Punch,2,0.301497,0.981975
9.90,1,Punch,2,0.321936,0.989756
9.92,1,Punch,2,0.321936,0.989756
9.94,1,Punch,2,0.338734,0.995199
9.96,1,Punch,2,0.382957,1.002643
9.98,1,Punch,2,0.382957,1.002643
10.00,1,Punch,2,0.432877,1.008237
10.02,1,Punch,2,0.466261,1.014328
10.04,1,Punch,2,0.466261,1.014328
10.06,1,Punch,2,0.514587,1.017489
10.08,1,Punch,2,0.561638,1.021957
10.10,1,Punch,2,0.561638,1.021957
10.12,1,Punch,2,0.590015,1.021552
10.14,1,Punch,3,0.639119,1.024261
10.16,1,Punch,3,0.639119,1.024261
10.18,1,Punch,3,0.685729,1.025308
10.20,1,Punch,3,0.721866,1.026056
10.22,1,Punch,3,0.721866,1.026056
10.24,1,Punch,3,0.769107,1.02455
10.26,1,Punch,3,0.817162,1.007164
10.28,1,Punch,3,0.817162,1.007164
10.30,1,Punch,3,0.846861,0.985068
10.32,1,Punch,3,0.912623,0.960966
10.34,1,Punch,3,0.912623,0.960966
10.36,1,Punch,3,0.937725,0.93312
10.38,1,Punch,3,1.000927,0.908207
10.40,1,Punch,3,1.000927,0.908207
10.42,1,Punch,3,1.051784,0.861486
10.44,1,Punch,3,1.073535,0.837719
10.46,1,Punch,3,1.073535,0.837719
10.48,1,Punch,3,1.112446,0.788631
10.50,1,Punch,3,1.158293,0.742933
10.52,1,Punch,3,1.158293,0.742933
10.54,1,Punch,3,1.200759,0.704453
10.56,1,Punch,3,1.229477,0.637982
10.58,1,Punch,3,1.229477,0.637982
10.60,1,Punch,4,1.250097,0.58495
10.62,1,Punch,4,1.240426,0.544882
10.64,1,Punch,4,1.240426,0.544882
10.66,1,Punch,4,1.245383,0.493738
10.68,1,Punch,4,1.240823,0.410497
10.70,1,Punch,4,1.240823,0.410497
10.72,1,Punch,4,1.241947,0.363486
10.74,1,Punch,4,1.248648,0.307419
10.76,1,Punch,4,1.248648,0.307419
10.78,1,Punch,4,1.231051,0.231281
10.80,1,Punch,4,1.229769,0.172603
10.82,1,Punch,4,1.229769,0.172603
10.84,1,Punch,4,1.224719,0.075488
10.86,1,Punch,4,1.223775,0.021556
10.88,1,Punch,4,1.223775,0.021556
10.90,1,Punch,4,1.224526,-0.035351
10.92,1,Punch,4,1.140925,-0.084639
10.94,1,Punch,4,1.140925,-0.084639
10.96,1,Punch,4,1.088994,-0.156103
10.98,1,Punch,4,1.020103,-0.18743
11.00,1,Punch,4,1.020103,-0.18743
11.02,1,Punch,4,0.953592,-0.225915
11.04,1,Punch,4,0.867205,-0.250087
11.06,1,Punch,1,0.867205,-0.250087
11.08,1,Punch,1,0.807415,-0.295308
11.10,1,Punch,1,0.70986,-0.320225
11.12,1,Punch,1,0.70986,-0.320225
11.14,1,Punch,1,0.652862,-0.349265
11.16,1,Punch,1,0.532353,-0.370936
11.18,1,Punch,1,0.532353,-0.370936
11.20,1,Punch,1,0.462917,-0.392541
11.22,1,Punch,1,0.412304,-0.40291
11.24,1,Punch,1,0.412304,-0.40291
11.26,1,Punch,1,0.319239,-0.435743
11.28,1,Punch,1,0.235331,-0.458055
11.30,1,Punch,1,0.235331,-0.458055
11.32,1,Punch,1,0.18737,-0.465781
11.34,1,Punch,1,0.1351,-0.458302
11.36,1,Punch,1,0.1351,-0.458302
11.38,1,Punch,1,0.095633,-0.449417
11.40,1,Punch,1,0.063656,-0.423917
11.42,1,Punch,1,0.063656,-0.423917
11.44,1,Punch,1,0.031541,-0.425137
11.46,1,Punch,1,0.005811,-0.420151
11.48,1,Punch,1,0.005811,-0.420151
11.50,1,Punch,1,-0.011619,-0.42255
11.52,1,Punch,2,-0.036045,-0.412709
11.54,1,Punch,2,-0.036045,-0.412709
11.56,1,Punch,2,-0.054137,-0.4053
11.58,1,Punch,2,-0.073978,-0.387409
11.60,1,Punch,2,-0.073978,-0.387409
11.62,1,Punch,2,-0.103713,-0.368701
11.64,1,Punch,2,-0.151933,-0.357719
11.66,1,Punch,2,-0.151933,-0.357719
11.68,1,Punch,2,-0.180644,-0.337829
11.70,1,Punch,2,-0.217509,-0.316735
11.72,1,Punch,2,-0.217509,-0.316735
11.74,1,Punch,2,-0.243663,-0.303784
11.76,1,Punch,2,-0.317302,-0.317852
11.78,1,Punch,2,-0.317302,-0.317852
11.80,1,Punch,2,-0.33138,-0.290653
11.82,1,Punch,2,-0.352687,-0.261345
11.84,1,Punch,2,-0.352687,-0.261345
11.86,1,Punch,2,-0.375227,-0.255592
11.88,1,Punch,2,-0.405374,-0.242474
11.90,1,Punch,2,-0.405374,-0.242474
11.92,1,Punch,2,-0.437199,-0.240835
11.94,1,Punch,2,-0.463951,-0.220998
11.96,1,Punch,2,-0.463951,-0.220998
11.98,1,Punch,2,-0.486477,-0.201419
12.00,1,Punch,3,-0.500247,-0.187102
12.02,1,Punch,3,-0.500247,-0.187102
12.04,1,Punch,3,-0.535723,-0.171516
12.06,1,Punch,3,-0.55102,-0.152468
12.08,1,Punch,3,-0.55102,-0.152468
12.10,1,Punch,3,-0.559423,-0.107817
12.12,1,Punch,3,-0.58353,-0.086886
12.14,1,Punch,3,-0.58353,-0.086886
12.16,1,Punch,3,-0.605756,-0.062998
12.18,1,Punch,3,-0.622572,-0.045441
12.20,1,Punch,3,-0.622572,-0.045441
12.22,1,Punch,3,-0.6472,-0.018969
12.24,1,Punch,3,-0.662662,0.001196
12.26,1,Punch,3,-0.662662,0.001196
12.28,1,Punch,3,-0.6682,0.02428
12.30,1,Punch,3,-0.690412,0.068065
12.32,1,Punch,3,-0.690412,0.068065
12.34,1,Punch,3,-0.707951,0.097103
12.36,1,Punch,3,-0.721773,0.127241
12.38,1,Punch,3,-0.721773,0.127241
12.40,1,Punch,3,-0.73033,0.160816
12.42,1,Punch,3,-0.735295,0.209892
12.44,1,Punch,3,-0.735295,0.209892
12.46,1,Punch,4,-0.728627,0.251484
12.48,1,Punch,4,-0.748406,0.319955
12.50,1,Punch,4,-0.748406,0.319955
12.52,1,Punch,4,-0.754768,0.361556
12.54,1,Punch,4,-0.755293,0.391505
12.56,1,Punch,4,-0.755293,0.391505
12.58,1,Punch,4,-0.738549,0.437444
12.60,1,Punch,4,-0.749466,0.504319
12.62,1,Punch,4,-0.749466,0.504319
12.64,1,Punch,4,-0.749961,0.55128
12.66,1,Punch,4,-0.74613,0.593678
12.68,1,Punch,4,-0.74613,0.593678
12.70,1,Punch,4,-0.734983,0.656096
12.72,1,Punch,4,-0.725594,0.687684
12.74,1,Punch,4,-0.725594,0.687684
